transaction_id,customer_id,date,product_category,amount,items_count,payment_method,is_online,total_amount,year,month,day_of_week,is_weekend
801,685,2024-07-09,Clothing,137.47,2,Credit Card,True,274.94,2024,7,1,False
802,580,2024-10-29,Electronics,356.02,3,PayPal,True,1068.06,2024,10,1,False
803,111,2024-03-29,Books,25.2,1,Credit Card,False,25.2,2024,3,4,False
804,601,2024-07-19,Books,30.2,1,PayPal,False,30.2,2024,7,4,False
805,809,2024-06-30,Home & Garden,236.86,4,Credit Card,True,947.44,2024,6,6,True
806,359,2024-07-27,Clothing,34.89,1,Bank Transfer,True,34.89,2024,7,5,True
807,287,2024-06-15,Books,41.79,4,Bank Transfer,False,167.16,2024,6,5,True
808,296,2024-12-06,Sports,58.18,4,Credit Card,True,232.72,2024,12,4,False
809,244,2024-01-20,Electronics,1833.28,1,Bank Transfer,True,1833.28,2024,1,5,True
810,365,2024-09-13,Home & Garden,271.67,4,PayPal,True,1086.68,2024,9,4,False
811,46,2024-03-13,Electronics,1167.01,1,Credit Card,True,1167.01,2024,3,2,False
812,187,2024-11-11,Electronics,798.92,1,PayPal,False,798.92,2024,11,0,False
813,217,2024-12-10,Clothing,167.5,4,Credit Card,True,670.0,2024,12,1,False
814,165,2024-05-04,Books,36.74,3,Credit Card,True,110.22,2024,5,5,True
815,157,2024-04-07,Home & Garden,276.87,2,Bank Transfer,True,553.74,2024,4,6,True
816,574,2024-01-10,Books,12.02,3,Bank Transfer,False,36.06,2024,1,2,False
817,139,2024-10-03,Electronics,1652.3,2,Credit Card,False,3304.6,2024,10,3,False
818,687,2023-12-31,Sports,111.9,2,Credit Card,False,223.8,2023,12,6,True
819,804,2024-02-28,Clothing,135.48,3,Credit Card,True,406.43999999999994,2024,2,2,False
820,926,2024-10-13,Electronics,1550.85,1,PayPal,True,1550.85,2024,10,6,True
821,461,2024-10-14,Clothing,178.58,1,Credit Card,True,178.58,2024,10,0,False
822,48,2024-01-19,Electronics,1904.68,4,PayPal,True,7618.72,2024,1,4,False
823,449,2024-03-06,Electronics,1321.28,2,Bank Transfer,True,2642.56,2024,3,2,False
824,413,2024-12-10,Home & Garden,246.44,1,Credit Card,True,246.44,2024,12,1,False
825,561,2024-01-15,Electronics,236.76,2,PayPal,True,473.52,2024,1,0,False
826,977,2024-06-17,Home & Garden,70.89,2,Credit Card,True,141.78,2024,6,0,False
827,230,2024-03-07,Home & Garden,297.12,2,PayPal,True,594.24,2024,3,3,False
828,726,2024-05-22,Electronics,1110.96,1,Credit Card,True,1110.96,2024,5,2,False
829,539,2024-05-12,Books,18.58,2,Credit Card,True,37.16,2024,5,6,True
830,237,2024-04-29,Electronics,1085.14,2,Bank Transfer,True,2170.28,2024,4,0,False
831,987,2024-02-08,Home & Garden,206.64,3,Credit Card,True,619.92,2024,2,3,False
832,493,2024-01-16,Electronics,608.77,1,PayPal,True,608.77,2024,1,1,False
833,795,2024-11-05,Books,35.83,3,Credit Card,True,107.49,2024,11,1,False
834,889,2024-04-28,Clothing,142.18,1,Bank Transfer,True,142.18,2024,4,6,True
835,63,2024-07-09,Clothing,101.69,4,Credit Card,True,406.76,2024,7,1,False
836,957,2024-07-28,Sports,155.3,1,Credit Card,True,155.3,2024,7,6,True
837,364,2024-10-01,Clothing,37.91,2,Credit Card,True,75.82,2024,10,1,False
838,670,2024-07-24,Books,33.55,1,PayPal,True,33.55,2024,7,2,False
839,573,2024-09-16,Clothing,124.36,2,Credit Card,True,248.72,2024,9,0,False
840,417,2024-04-02,Books,26.95,4,Credit Card,True,107.8,2024,4,1,False
841,949,2024-08-27,Home & Garden,249.41,1,PayPal,True,249.41,2024,8,1,False
842,841,2024-10-23,Electronics,1289.37,4,Credit Card,True,5157.48,2024,10,2,False
843,235,2024-10-14,Sports,175.66,2,Credit Card,True,351.32,2024,10,0,False
844,964,2024-02-05,Clothing,84.04,1,PayPal,True,84.04,2024,2,0,False
845,171,2024-10-06,Clothing,52.73,4,Credit Card,True,210.92,2024,10,6,True
846,68,2024-11-14,Sports,118.55,3,Credit Card,True,355.65,2024,11,3,False
847,963,2024-09-29,Home & Garden,209.21,4,PayPal,True,836.84,2024,9,6,True
848,186,2024-10-14,Sports,30.19,3,Credit Card,False,90.57000000000001,2024,10,0,False
849,417,2024-09-03,Electronics,342.08,2,PayPal,True,684.16,2024,9,1,False
850,731,2024-06-19,Clothing,147.43,1,PayPal,True,147.43,2024,6,2,False
851,171,2024-05-03,Sports,145.69,1,Credit Card,True,145.69,2024,5,4,False
852,541,2024-04-09,Books,34.31,1,Bank Transfer,True,34.31,2024,4,1,False
853,790,2024-01-13,Electronics,1260.82,3,Credit Card,True,3782.46,2024,1,5,True
854,998,2024-10-18,Sports,212.43,3,Credit Card,False,637.29,2024,10,4,False
855,112,2024-10-27,Electronics,1427.78,4,PayPal,True,5711.12,2024,10,6,True
856,387,2024-06-08,Sports,102.17,2,PayPal,True,204.34,2024,6,5,True
857,992,2024-05-01,Sports,222.49,4,Bank Transfer,True,889.96,2024,5,2,False
858,327,2024-06-04,Home & Garden,137.27,1,Credit Card,True,137.27,2024,6,1,False
859,775,2024-09-06,Sports,216.32,4,Bank Transfer,True,865.28,2024,9,4,False
860,930,2024-08-13,Home & Garden,65.04,2,Credit Card,True,130.08,2024,8,1,False
861,161,2024-02-27,Clothing,53.47,4,Bank Transfer,True,213.88,2024,2,1,False
862,87,2024-09-21,Clothing,167.7,4,Credit Card,True,670.8,2024,9,5,True
863,643,2024-08-19,Electronics,1470.2,2,Credit Card,True,2940.4,2024,8,0,False
864,387,2024-04-30,Sports,156.71,4,PayPal,True,626.84,2024,4,1,False
865,659,2024-09-14,Sports,75.53,3,Credit Card,True,226.59,2024,9,5,True
866,167,2024-10-01,Sports,116.05,1,Credit Card,False,116.05,2024,10,1,False
867,750,2024-11-22,Books,49.57,2,Bank Transfer,True,99.14,2024,11,4,False
868,486,2024-05-30,Electronics,1676.32,3,Credit Card,True,5028.96,2024,5,3,False
869,960,2024-03-23,Home & Garden,173.29,1,Credit Card,True,173.29,2024,3,5,True
870,4,2024-01-05,Sports,154.07,4,PayPal,True,616.28,2024,1,4,False
871,31,2024-03-19,Electronics,749.84,4,Credit Card,False,2999.36,2024,3,1,False
872,19,2024-08-18,Clothing,117.61,2,PayPal,True,235.22,2024,8,6,True
873,475,2023-12-30,Home & Garden,222.88,4,PayPal,True,891.52,2023,12,5,True
874,661,2024-03-09,Books,10.05,1,PayPal,True,10.05,2024,3,5,True
875,8,2024-05-18,Sports,189.4,3,PayPal,True,568.2,2024,5,5,True
876,951,2024-12-07,Electronics,1477.33,2,Bank Transfer,False,2954.66,2024,12,5,True
877,136,2024-11-17,Sports,190.34,3,PayPal,True,571.02,2024,11,6,True
878,95,2024-11-09,Sports,230.75,1,PayPal,True,230.75,2024,11,5,True
879,647,2024-01-13,Electronics,695.05,3,PayPal,False,2085.1499999999996,2024,1,5,True
880,912,2024-02-08,Books,35.54,4,PayPal,False,142.16,2024,2,3,False
881,269,2024-01-19,Electronics,1385.14,4,Credit Card,True,5540.56,2024,1,4,False
882,214,2024-10-23,Electronics,808.47,1,Credit Card,False,808.47,2024,10,2,False
883,612,2024-06-22,Books,34.13,2,PayPal,False,68.26,2024,6,5,True
884,23,2024-09-09,Books,14.18,1,Credit Card,True,14.18,2024,9,0,False
885,845,2024-03-15,Electronics,187.9,3,Credit Card,True,563.7,2024,3,4,False
886,727,2024-09-03,Electronics,1018.69,4,Credit Card,True,4074.76,2024,9,1,False
887,123,2024-01-05,Sports,153.09,4,PayPal,True,612.36,2024,1,4,False
888,373,2024-09-08,Home & Garden,158.79,3,PayPal,True,476.37,2024,9,6,True
889,69,2024-09-22,Sports,96.23,2,Credit Card,True,192.46,2024,9,6,True
890,266,2024-02-23,Clothing,81.62,1,Credit Card,True,81.62,2024,2,4,False
891,210,2024-07-11,Books,47.37,1,Bank Transfer,True,47.37,2024,7,3,False
892,579,2024-04-28,Books,34.6,4,PayPal,True,138.4,2024,4,6,True
893,331,2024-01-31,Clothing,75.12,1,Credit Card,True,75.12,2024,1,2,False
894,259,2024-02-24,Books,33.3,1,PayPal,True,33.3,2024,2,5,True
895,720,2024-07-01,Clothing,67.64,1,Bank Transfer,True,67.64,2024,7,0,False
896,599,2024-03-17,Books,37.79,3,Credit Card,True,113.37,2024,3,6,True
897,478,2024-05-15,Home & Garden,34.28,1,Credit Card,True,34.28,2024,5,2,False
898,814,2024-02-06,Home & Garden,187.1,3,Bank Transfer,True,561.3,2024,2,1,False
899,962,2023-12-13,Clothing,135.16,3,Credit Card,False,405.48,2023,12,2,False
900,450,2024-11-02,Sports,37.33,3,Credit Card,False,111.99,2024,11,5,True
901,188,2024-03-23,Books,17.19,3,Credit Card,False,51.57000000000001,2024,3,5,True
902,469,2024-09-13,Sports,71.95,4,Credit Card,True,287.8,2024,9,4,False
903,485,2024-10-17,Home & Garden,228.71,4,Bank Transfer,True,914.84,2024,10,3,False
904,793,2024-06-06,Clothing,74.48,1,Credit Card,True,74.48,2024,6,3,False
905,745,2024-04-01,Home & Garden,144.85,1,Credit Card,True,144.85,2024,4,0,False
906,445,2024-11-24,Electronics,1794.46,4,Credit Card,True,7177.84,2024,11,6,True
907,631,2024-02-17,Sports,185.5,1,Bank Transfer,True,185.5,2024,2,5,True
908,441,2024-03-18,Books,38.76,2,Credit Card,False,77.52,2024,3,0,False
909,560,2024-12-07,Sports,100.2,3,PayPal,True,300.6,2024,12,5,True
910,685,2024-07-24,Books,47.31,2,Credit Card,False,94.62,2024,7,2,False
911,431,2024-11-02,Home & Garden,109.28,3,Credit Card,False,327.84000000000003,2024,11,5,True
912,533,2024-03-30,Sports,113.19,1,Credit Card,True,113.19,2024,3,5,True
913,859,2024-02-08,Books,18.14,4,Bank Transfer,True,72.56,2024,2,3,False
914,983,2024-04-02,Home & Garden,102.73,3,Credit Card,False,308.19,2024,4,1,False
915,175,2024-01-15,Sports,110.78,3,PayPal,False,332.34000000000003,2024,1,0,False
916,155,2023-12-23,Home & Garden,94.59,3,Credit Card,True,283.77,2023,12,5,True
917,217,2024-10-17,Electronics,788.77,3,Credit Card,False,2366.31,2024,10,3,False
918,235,2024-08-27,Sports,166.98,2,Credit Card,True,333.96,2024,8,1,False
919,566,2024-04-11,Clothing,173.85,4,Bank Transfer,True,695.4,2024,4,3,False
920,836,2024-11-17,Electronics,869.91,4,Credit Card,True,3479.64,2024,11,6,True
921,703,2024-06-20,Sports,127.52,1,Bank Transfer,False,127.52,2024,6,3,False
922,318,2024-02-25,Electronics,935.06,3,Credit Card,True,2805.18,2024,2,6,True
923,896,2024-03-31,Sports,212.24,4,Credit Card,False,848.96,2024,3,6,True
924,990,2024-02-18,Electronics,1426.18,3,PayPal,True,4278.54,2024,2,6,True
925,706,2024-04-22,Sports,117.37,1,PayPal,False,117.37,2024,4,0,False
926,735,2024-09-23,Clothing,22.61,4,PayPal,True,90.44,2024,9,0,False
927,202,2024-07-19,Home & Garden,295.8,1,Credit Card,False,295.8,2024,7,4,False
928,647,2024-11-01,Books,23.15,1,Credit Card,True,23.15,2024,11,4,False
929,368,2024-12-08,Clothing,89.95,2,Credit Card,True,179.9,2024,12,6,True
930,728,2024-09-11,Electronics,1171.97,1,PayPal,True,1171.97,2024,9,2,False
931,146,2024-09-02,Books,26.01,4,PayPal,True,104.04,2024,9,0,False
932,884,2024-06-22,Books,29.62,4,PayPal,False,118.48,2024,6,5,True
933,911,2024-11-21,Home & Garden,268.93,2,Credit Card,True,537.86,2024,11,3,False
934,127,2024-06-02,Sports,248.22,4,Credit Card,False,992.88,2024,6,6,True
935,303,2024-04-21,Home & Garden,210.68,3,Credit Card,True,632.04,2024,4,6,True
936,561,2024-09-07,Electronics,1561.06,2,Credit Card,True,3122.12,2024,9,5,True
937,870,2024-01-20,Home & Garden,222.26,4,Credit Card,True,889.04,2024,1,5,True
938,36,2024-10-06,Electronics,1721.36,3,PayPal,True,5164.08,2024,10,6,True
939,142,2023-12-22,Home & Garden,237.7,1,Bank Transfer,True,237.7,2023,12,4,False
940,439,2024-11-23,Electronics,1068.54,1,Bank Transfer,False,1068.54,2024,11,5,True
941,694,2024-08-29,Clothing,57.72,1,Credit Card,True,57.72,2024,8,3,False
942,494,2024-02-05,Home & Garden,209.15,2,Bank Transfer,True,418.3,2024,2,0,False
943,870,2024-04-01,Books,46.55,3,PayPal,True,139.64999999999998,2024,4,0,False
944,190,2024-05-27,Clothing,125.56,4,Credit Card,True,502.24,2024,5,0,False
945,812,2024-08-01,Sports,30.89,2,Credit Card,True,61.78,2024,8,3,False
946,293,2024-05-04,Clothing,134.67,2,Credit Card,True,269.34,2024,5,5,True
947,561,2024-01-18,Sports,195.43,2,Credit Card,False,390.86,2024,1,3,False
948,221,2024-09-12,Sports,125.62,4,Credit Card,True,502.48,2024,9,3,False
949,675,2024-10-12,Sports,203.24,1,Credit Card,True,203.24,2024,10,5,True
950,716,2024-03-20,Sports,95.84,1,Bank Transfer,True,95.84,2024,3,2,False
951,196,2024-01-04,Books,46.34,4,PayPal,True,185.36,2024,1,3,False
952,221,2024-03-14,Books,46.9,1,Credit Card,True,46.9,2024,3,3,False
953,514,2024-09-15,Home & Garden,211.98,2,PayPal,True,423.96,2024,9,6,True
954,740,2024-07-02,Sports,142.48,4,PayPal,True,569.92,2024,7,1,False
955,492,2024-11-21,Clothing,57.12,3,PayPal,False,171.35999999999999,2024,11,3,False
956,361,2024-02-08,Sports,192.66,2,PayPal,True,385.32,2024,2,3,False
957,876,2024-04-13,Books,19.83,1,PayPal,False,19.83,2024,4,5,True
958,82,2024-01-03,Books,44.2,2,Credit Card,True,88.4,2024,1,2,False
959,192,2024-04-06,Electronics,177.86,3,Credit Card,True,533.58,2024,4,5,True
960,815,2024-09-08,Sports,32.01,4,PayPal,True,128.04,2024,9,6,True
961,25,2024-10-16,Books,48.41,4,PayPal,True,193.64,2024,10,2,False
962,838,2024-07-29,Books,19.38,1,Credit Card,False,19.38,2024,7,0,False
963,180,2024-12-08,Home & Garden,286.14,3,Bank Transfer,True,858.42,2024,12,6,True
964,443,2024-03-24,Clothing,80.01,1,Credit Card,True,80.01,2024,3,6,True
965,802,2024-03-05,Books,12.77,3,PayPal,True,38.31,2024,3,1,False
966,892,2024-01-12,Clothing,115.92,2,Credit Card,True,231.84,2024,1,4,False
967,956,2024-03-22,Electronics,1503.72,1,PayPal,True,1503.72,2024,3,4,False
968,887,2024-09-08,Electronics,1715.72,4,PayPal,False,6862.88,2024,9,6,True
969,766,2024-05-05,Home & Garden,293.54,3,Credit Card,False,880.6200000000001,2024,5,6,True
970,637,2024-06-07,Clothing,99.34,1,Credit Card,False,99.34,2024,6,4,False
971,398,2024-01-02,Home & Garden,42.8,4,Bank Transfer,False,171.2,2024,1,1,False
972,228,2024-01-25,Electronics,1290.65,2,Credit Card,True,2581.3,2024,1,3,False
973,42,2024-08-24,Books,26.33,3,PayPal,True,78.99,2024,8,5,True
974,912,2024-02-06,Books,31.19,2,Bank Transfer,True,62.38,2024,2,1,False
975,324,2024-03-06,Electronics,742.47,2,Credit Card,False,1484.94,2024,3,2,False
976,612,2024-02-09,Sports,142.04,4,PayPal,False,568.16,2024,2,4,False
977,180,2024-01-05,Sports,39.3,4,PayPal,True,157.2,2024,1,4,False
978,138,2024-05-18,Books,14.81,2,Credit Card,True,29.62,2024,5,5,True
979,901,2024-06-04,Electronics,680.32,3,Credit Card,True,2040.96,2024,6,1,False
980,946,2024-08-02,Books,14.13,4,Credit Card,True,56.52,2024,8,4,False
981,842,2024-11-08,Books,25.4,3,PayPal,True,76.19999999999999,2024,11,4,False
982,226,2024-09-08,Books,38.88,1,Credit Card,True,38.88,2024,9,6,True
983,318,2023-12-23,Books,49.47,1,PayPal,False,49.47,2023,12,5,True
984,823,2024-08-15,Books,35.52,2,Bank Transfer,True,71.04,2024,8,3,False
985,341,2024-03-06,Books,44.73,4,Credit Card,True,178.92,2024,3,2,False
986,394,2024-02-04,Sports,247.97,4,Credit Card,False,991.88,2024,2,6,True
987,892,2024-12-02,Clothing,23.55,2,Credit Card,True,47.1,2024,12,0,False
988,753,2024-05-26,Clothing,141.91,1,PayPal,True,141.91,2024,5,6,True
989,547,2024-02-27,Books,47.48,1,Credit Card,True,47.48,2024,2,1,False
990,448,2024-12-11,Electronics,211.22,2,PayPal,False,422.44,2024,12,2,False
991,413,2024-04-04,Sports,189.61,4,Credit Card,True,758.44,2024,4,3,False
992,751,2024-03-19,Clothing,150.79,1,PayPal,True,150.79,2024,3,1,False
993,547,2024-03-16,Sports,103.73,3,Credit Card,False,311.19,2024,3,5,True
994,390,2024-06-15,Books,18.12,1,Credit Card,True,18.12,2024,6,5,True
995,59,2024-10-04,Sports,47.89,2,Credit Card,True,95.78,2024,10,4,False
996,184,2024-03-07,Clothing,151.47,2,Credit Card,True,302.94,2024,3,3,False
997,293,2024-02-25,Sports,204.51,4,PayPal,True,818.04,2024,2,6,True
998,244,2024-07-11,Clothing,38.61,1,Bank Transfer,True,38.61,2024,7,3,False
999,568,2024-08-08,Sports,66.28,2,Bank Transfer,True,132.56,2024,8,3,False
1000,447,2024-09-29,Books,36.28,4,Credit Card,False,145.12,2024,9,6,True
1001,182,2024-08-12,Home & Garden,59.15,3,Credit Card,False,177.45,2024,8,0,False
1002,688,2024-01-17,Home & Garden,167.63,3,Credit Card,True,502.89,2024,1,2,False
1003,941,2024-03-22,Clothing,24.53,3,Credit Card,True,73.59,2024,3,4,False
1004,637,2024-05-22,Books,46.13,2,Credit Card,True,92.26,2024,5,2,False
1005,532,2024-10-23,Clothing,161.22,4,Credit Card,True,644.88,2024,10,2,False
1006,867,2024-06-27,Home & Garden,218.53,2,PayPal,True,437.06,2024,6,3,False
1007,190,2024-08-06,Electronics,556.5,1,Credit Card,True,556.5,2024,8,1,False
1008,787,2024-05-18,Books,26.74,3,PayPal,False,80.22,2024,5,5,True
1009,653,2024-02-02,Clothing,128.92,2,Bank Transfer,True,257.84,2024,2,4,False
1010,475,2024-10-15,Electronics,1729.75,3,Credit Card,True,5189.25,2024,10,1,False
1011,366,2024-09-09,Electronics,500.76,1,Credit Card,False,500.76,2024,9,0,False
1012,40,2023-12-19,Home & Garden,59.97,2,PayPal,False,119.94,2023,12,1,False
1013,170,2024-06-17,Sports,114.64,4,Bank Transfer,True,458.56,2024,6,0,False
1014,341,2024-10-16,Clothing,123.64,4,Credit Card,True,494.56,2024,10,2,False
1015,373,2024-11-11,Clothing,28.12,2,Credit Card,True,56.24,2024,11,0,False
1016,821,2024-03-15,Home & Garden,43.3,1,Credit Card,True,43.3,2024,3,4,False
1017,235,2024-11-01,Books,31.23,2,Credit Card,False,62.46,2024,11,4,False
1018,400,2024-09-23,Electronics,961.4,1,PayPal,True,961.4,2024,9,0,False
1019,348,2024-01-10,Electronics,1274.86,2,Credit Card,True,2549.72,2024,1,2,False
1020,719,2024-09-04,Electronics,990.76,2,Credit Card,True,1981.52,2024,9,2,False
1021,423,2024-10-01,Books,23.63,1,Credit Card,True,23.63,2024,10,1,False
1022,689,2024-05-04,Home & Garden,181.84,2,Bank Transfer,True,363.68,2024,5,5,True
1023,364,2024-06-16,Electronics,1916.87,1,Credit Card,False,1916.87,2024,6,6,True
1024,371,2024-03-22,Home & Garden,47.42,4,Credit Card,True,189.68,2024,3,4,False
1025,437,2024-06-25,Sports,216.25,1,Credit Card,True,216.25,2024,6,1,False
1026,646,2024-11-05,Home & Garden,95.21,3,Credit Card,True,285.63,2024,11,1,False
1027,755,2024-02-16,Home & Garden,124.57,3,PayPal,False,373.71,2024,2,4,False
1028,8,2024-03-31,Home & Garden,74.82,1,Credit Card,True,74.82,2024,3,6,True
1029,608,2024-11-16,Home & Garden,33.11,3,PayPal,True,99.33,2024,11,5,True
1030,5,2024-09-26,Books,22.35,1,Credit Card,True,22.35,2024,9,3,False
1031,8,2024-11-10,Sports,241.34,2,Credit Card,True,482.68,2024,11,6,True
1032,724,2024-04-17,Books,12.87,3,Credit Card,True,38.61,2024,4,2,False
1033,234,2024-06-06,Electronics,1216.61,1,Credit Card,False,1216.61,2024,6,3,False
1034,592,2024-09-21,Electronics,1379.68,4,PayPal,True,5518.72,2024,9,5,True
1035,457,2024-10-17,Sports,191.26,2,Credit Card,False,382.52,2024,10,3,False
1036,215,2024-06-22,Sports,227.83,1,Credit Card,True,227.83,2024,6,5,True
1037,478,2024-02-07,Sports,123.27,3,PayPal,False,369.81,2024,2,2,False
1038,300,2024-11-24,Electronics,205.92,4,Credit Card,False,823.68,2024,11,6,True
1039,990,2024-05-08,Sports,142.58,2,PayPal,False,285.16,2024,5,2,False
1040,77,2024-12-03,Sports,119.39,4,PayPal,True,477.56,2024,12,1,False
1041,489,2024-09-27,Sports,44.45,1,Credit Card,True,44.45,2024,9,4,False
1042,382,2024-07-10,Sports,89.7,2,Bank Transfer,True,179.4,2024,7,2,False
1043,259,2024-02-09,Electronics,687.72,2,Bank Transfer,True,1375.44,2024,2,4,False
1044,187,2024-03-25,Books,10.02,1,Credit Card,False,10.02,2024,3,0,False
1045,341,2024-10-22,Electronics,1338.19,4,PayPal,True,5352.76,2024,10,1,False
1046,560,2024-10-16,Home & Garden,160.52,3,Credit Card,False,481.56000000000006,2024,10,2,False
1047,844,2024-10-11,Books,41.75,1,Credit Card,True,41.75,2024,10,4,False
1048,987,2024-12-08,Electronics,844.18,1,PayPal,False,844.18,2024,12,6,True
1049,931,2024-10-30,Sports,202.15,1,Credit Card,True,202.15,2024,10,2,False
1050,565,2024-09-19,Home & Garden,228.21,1,Credit Card,True,228.21,2024,9,3,False
1051,232,2024-12-05,Books,23.41,4,PayPal,True,93.64,2024,12,3,False
1052,221,2024-04-16,Home & Garden,276.94,1,Credit Card,True,276.94,2024,4,1,False
1053,464,2024-11-27,Clothing,84.19,4,PayPal,False,336.76,2024,11,2,False
1054,52,2024-01-28,Sports,242.22,1,PayPal,True,242.22,2024,1,6,True
1055,938,2024-03-27,Sports,227.48,3,Credit Card,False,682.4399999999999,2024,3,2,False
1056,502,2024-04-01,Electronics,610.3,3,Bank Transfer,True,1830.8999999999999,2024,4,0,False
1057,850,2024-08-26,Sports,102.51,4,Credit Card,True,410.04,2024,8,0,False
1058,329,2024-09-03,Books,18.86,1,PayPal,True,18.86,2024,9,1,False
1059,105,2024-08-29,Clothing,112.35,3,Credit Card,True,337.04999999999995,2024,8,3,False
1060,856,2024-07-06,Home & Garden,206.97,1,Credit Card,True,206.97,2024,7,5,True
1061,401,2024-10-08,Electronics,1345.23,2,Credit Card,True,2690.46,2024,10,1,False
1062,328,2024-05-09,Clothing,93.44,3,Credit Card,True,280.32,2024,5,3,False
1063,660,2024-08-29,Clothing,95.26,1,Credit Card,True,95.26,2024,8,3,False
1064,958,2024-10-01,Books,49.25,2,Credit Card,True,98.5,2024,10,1,False
1065,253,2024-10-13,Sports,65.5,1,Bank Transfer,True,65.5,2024,10,6,True
1066,546,2024-09-07,Home & Garden,104.8,4,Credit Card,True,419.2,2024,9,5,True
1067,278,2024-06-29,Clothing,93.66,2,PayPal,True,187.32,2024,6,5,True
1068,394,2024-07-22,Books,45.48,2,PayPal,True,90.96,2024,7,0,False
1069,132,2024-11-29,Sports,149.54,1,Credit Card,True,149.54,2024,11,4,False
1070,572,2024-04-06,Electronics,506.1,3,PayPal,False,1518.3000000000002,2024,4,5,True
1071,78,2024-04-30,Home & Garden,130.3,1,Credit Card,False,130.3,2024,4,1,False
1072,656,2024-03-21,Clothing,178.48,3,Bank Transfer,True,535.4399999999999,2024,3,3,False
1073,243,2024-03-23,Sports,241.23,3,PayPal,True,723.6899999999999,2024,3,5,True
1074,46,2024-11-14,Clothing,59.79,3,Credit Card,True,179.37,2024,11,3,False
1075,531,2024-07-09,Clothing,46.71,3,Credit Card,True,140.13,2024,7,1,False
1076,555,2024-02-10,Sports,156.73,4,PayPal,True,626.92,2024,2,5,True
1077,353,2024-02-16,Clothing,24.41,1,Credit Card,True,24.41,2024,2,4,False
1078,342,2024-09-13,Clothing,193.32,4,Bank Transfer,True,773.28,2024,9,4,False
1079,348,2024-04-23,Electronics,1673.92,4,PayPal,True,6695.68,2024,4,1,False
1080,165,2024-09-12,Home & Garden,263.16,2,Credit Card,True,526.32,2024,9,3,False
1081,364,2024-10-13,Clothing,149.1,4,Credit Card,False,596.4,2024,10,6,True
1082,44,2024-06-30,Electronics,1811.27,4,Credit Card,True,7245.08,2024,6,6,True
1083,737,2024-03-01,Home & Garden,263.75,4,PayPal,True,1055.0,2024,3,4,False
1084,188,2024-11-29,Clothing,47.53,2,Credit Card,True,95.06,2024,11,4,False
1085,71,2024-09-25,Electronics,843.08,1,Credit Card,True,843.08,2024,9,2,False
1086,803,2024-11-19,Home & Garden,106.18,3,Credit Card,True,318.54,2024,11,1,False
1087,308,2024-01-22,Electronics,334.79,3,PayPal,True,1004.3700000000001,2024,1,0,False
1088,334,2024-03-03,Electronics,1919.89,2,Credit Card,True,3839.78,2024,3,6,True
1089,982,2024-02-12,Electronics,1499.64,2,PayPal,True,2999.28,2024,2,0,False
1090,884,2024-04-21,Electronics,1627.81,1,Credit Card,True,1627.81,2024,4,6,True
1091,913,2024-10-26,Electronics,583.97,3,Credit Card,True,1751.91,2024,10,5,True
1092,144,2024-01-01,Sports,49.99,2,PayPal,True,99.98,2024,1,0,False
1093,222,2024-10-21,Clothing,77.51,1,PayPal,True,77.51,2024,10,0,False
1094,618,2024-02-07,Sports,50.56,2,PayPal,True,101.12,2024,2,2,False
1095,224,2024-03-31,Clothing,98.71,4,Credit Card,True,394.84,2024,3,6,True
1096,513,2024-10-15,Clothing,105.79,3,Credit Card,True,317.37,2024,10,1,False
1097,374,2024-08-24,Clothing,155.51,4,Credit Card,True,622.04,2024,8,5,True
1098,892,2024-05-18,Clothing,56.55,4,Credit Card,True,226.2,2024,5,5,True
1099,289,2024-11-09,Home & Garden,221.51,1,PayPal,True,221.51,2024,11,5,True
1100,423,2024-11-18,Books,49.71,4,Bank Transfer,True,198.84,2024,11,0,False
1101,848,2024-05-23,Clothing,89.38,1,Credit Card,True,89.38,2024,5,3,False
1102,332,2024-06-11,Books,38.82,2,PayPal,True,77.64,2024,6,1,False
1103,373,2024-08-30,Sports,232.04,1,Credit Card,True,232.04,2024,8,4,False
1104,478,2024-08-09,Home & Garden,266.6,4,Credit Card,True,1066.4,2024,8,4,False
1105,786,2024-04-02,Clothing,99.03,1,Credit Card,True,99.03,2024,4,1,False
1106,183,2024-07-20,Sports,180.21,4,Credit Card,False,720.84,2024,7,5,True
1107,531,2024-05-06,Sports,48.57,2,Credit Card,False,97.14,2024,5,0,False
1108,558,2024-11-28,Home & Garden,254.82,4,Credit Card,True,1019.28,2024,11,3,False
1109,931,2024-01-14,Clothing,60.37,2,Credit Card,False,120.74,2024,1,6,True
1110,715,2024-02-01,Books,41.74,3,Credit Card,True,125.22,2024,2,3,False
1111,621,2023-12-16,Electronics,1882.89,1,Credit Card,False,1882.89,2023,12,5,True
1112,376,2024-04-26,Clothing,30.96,1,Credit Card,True,30.96,2024,4,4,False
1113,478,2024-09-08,Home & Garden,259.17,4,Credit Card,True,1036.68,2024,9,6,True
1114,200,2024-01-13,Electronics,1890.24,1,Bank Transfer,True,1890.24,2024,1,5,True
1115,638,2024-04-05,Sports,29.62,2,PayPal,True,59.24,2024,4,4,False
1116,648,2024-07-25,Sports,149.59,2,Credit Card,True,299.18,2024,7,3,False
1117,640,2024-08-30,Clothing,169.52,1,Credit Card,False,169.52,2024,8,4,False
1118,13,2024-07-18,Electronics,309.92,1,Credit Card,True,309.92,2024,7,3,False
1119,166,2024-04-06,Electronics,1227.86,2,PayPal,True,2455.72,2024,4,5,True
