transaction_id,customer_id,date,product_category,amount,items_count,payment_method,is_online
930,728,2024-09-11,Electronics,1171.97,1,PayPal,True
931,146,2024-09-02,Books,26.01,4,PayPal,True
932,884,2024-06-22,Books,29.62,4,PayPal,False
933,911,2024-11-21,Home & Garden,268.93,2,Credit Card,True
934,127,2024-06-02,Sports,248.22,4,Credit Card,False
935,303,2024-04-21,Home & Garden,210.68,3,Credit Card,True
936,561,2024-09-07,Electronics,1561.06,2,Credit Card,True
937,870,2024-01-20,Home & Garden,222.26,4,Credit Card,True
938,36,2024-10-06,Electronics,1721.36,3,PayPal,True
939,142,2023-12-22,Home & Garden,237.7,1,Bank Transfer,True
940,439,2024-11-23,Electronics,1068.54,1,Bank Transfer,False
941,694,2024-08-29,Clothing,57.72,1,Credit Card,True
942,494,2024-02-05,Home & Garden,209.15,2,Bank Transfer,True
943,870,2024-04-01,Books,46.55,3,PayPal,True
944,190,2024-05-27,Clothing,125.56,4,Credit Card,True
945,812,2024-08-01,Sports,30.89,2,Credit Card,True
946,293,2024-05-04,Clothing,134.67,2,Credit Card,True
947,561,2024-01-18,Sports,195.43,2,Credit Card,False
948,221,2024-09-12,Sports,125.62,4,Credit Card,True
949,675,2024-10-12,Sports,203.24,1,Credit Card,True
950,716,2024-03-20,Sports,95.84,1,Bank Transfer,True
951,196,2024-01-04,Books,46.34,4,PayPal,True
952,221,2024-03-14,Books,46.9,1,Credit Card,True
953,514,2024-09-15,Home & Garden,211.98,2,PayPal,True
954,740,2024-07-02,Sports,142.48,4,PayPal,True
955,492,2024-11-21,Clothing,57.12,3,PayPal,False
956,361,2024-02-08,Sports,192.66,2,PayPal,True
957,876,2024-04-13,Books,19.83,1,PayPal,False
958,82,2024-01-03,Books,44.2,2,Credit Card,True
959,192,2024-04-06,Electronics,177.86,3,Credit Card,True
960,815,2024-09-08,Sports,32.01,4,PayPal,True
961,25,2024-10-16,Books,48.41,4,PayPal,True
962,838,2024-07-29,Books,19.38,1,Credit Card,False
963,180,2024-12-08,Home & Garden,286.14,3,Bank Transfer,True
964,443,2024-03-24,Clothing,80.01,1,Credit Card,True
965,802,2024-03-05,Books,12.77,3,PayPal,True
966,892,2024-01-12,Clothing,115.92,2,Credit Card,True
967,956,2024-03-22,Electronics,1503.72,1,PayPal,True
968,887,2024-09-08,Electronics,1715.72,4,PayPal,False
969,766,2024-05-05,Home & Garden,293.54,3,Credit Card,False
970,637,2024-06-07,Clothing,99.34,1,Credit Card,False
971,398,2024-01-02,Home & Garden,42.8,4,Bank Transfer,False
972,228,2024-01-25,Electronics,1290.65,2,Credit Card,True
973,42,2024-08-24,Books,26.33,3,PayPal,True
974,912,2024-02-06,Books,31.19,2,Bank Transfer,True
975,324,2024-03-06,Electronics,742.47,2,Credit Card,False
976,612,2024-02-09,Sports,142.04,4,PayPal,False
977,180,2024-01-05,Sports,39.3,4,PayPal,True
978,138,2024-05-18,Books,14.81,2,Credit Card,True
979,901,2024-06-04,Electronics,680.32,3,Credit Card,True
980,946,2024-08-02,Books,14.13,4,Credit Card,True
981,842,2024-11-08,Books,25.4,3,PayPal,True
982,226,2024-09-08,Books,38.88,1,Credit Card,True
983,318,2023-12-23,Books,49.47,1,PayPal,False
984,823,2024-08-15,Books,35.52,2,Bank Transfer,True
985,341,2024-03-06,Books,44.73,4,Credit Card,True
986,394,2024-02-04,Sports,247.97,4,Credit Card,False
987,892,2024-12-02,Clothing,23.55,2,Credit Card,True
988,753,2024-05-26,Clothing,141.91,1,PayPal,True
989,547,2024-02-27,Books,47.48,1,Credit Card,True
990,448,2024-12-11,Electronics,211.22,2,PayPal,False
991,413,2024-04-04,Sports,189.61,4,Credit Card,True
992,751,2024-03-19,Clothing,150.79,1,PayPal,True
993,547,2024-03-16,Sports,103.73,3,Credit Card,False
994,390,2024-06-15,Books,18.12,1,Credit Card,True
995,59,2024-10-04,Sports,47.89,2,Credit Card,True
996,184,2024-03-07,Clothing,151.47,2,Credit Card,True
997,293,2024-02-25,Sports,204.51,4,PayPal,True
998,244,2024-07-11,Clothing,38.61,1,Bank Transfer,True
999,568,2024-08-08,Sports,66.28,2,Bank Transfer,True
1000,447,2024-09-29,Books,36.28,4,Credit Card,False
1001,182,2024-08-12,Home & Garden,59.15,3,Credit Card,False
1002,688,2024-01-17,Home & Garden,167.63,3,Credit Card,True
1003,941,2024-03-22,Clothing,24.53,3,Credit Card,True
1004,637,2024-05-22,Books,46.13,2,Credit Card,True
1005,532,2024-10-23,Clothing,161.22,4,Credit Card,True
1006,867,2024-06-27,Home & Garden,218.53,2,PayPal,True
1007,190,2024-08-06,Electronics,556.5,1,Credit Card,True
1008,787,2024-05-18,Books,26.74,3,PayPal,False
1009,653,2024-02-02,Clothing,128.92,2,Bank Transfer,True
1010,475,2024-10-15,Electronics,1729.75,3,Credit Card,True
1011,366,2024-09-09,Electronics,500.76,1,Credit Card,False
1012,40,2023-12-19,Home & Garden,59.97,2,PayPal,False
1013,170,2024-06-17,Sports,114.64,4,Bank Transfer,True
1014,341,2024-10-16,Clothing,123.64,4,Credit Card,True
1015,373,2024-11-11,Clothing,28.12,2,Credit Card,True
1016,821,2024-03-15,Home & Garden,43.3,1,Credit Card,True
1017,235,2024-11-01,Books,31.23,2,Credit Card,False
1018,400,2024-09-23,Electronics,961.4,1,PayPal,True
1019,348,2024-01-10,Electronics,1274.86,2,Credit Card,True
1020,719,2024-09-04,Electronics,990.76,2,Credit Card,True
1021,423,2024-10-01,Books,23.63,1,Credit Card,True
1022,689,2024-05-04,Home & Garden,181.84,2,Bank Transfer,True
1023,364,2024-06-16,Electronics,1916.87,1,Credit Card,False
1024,371,2024-03-22,Home & Garden,47.42,4,Credit Card,True
1025,437,2024-06-25,Sports,216.25,1,Credit Card,True
1026,646,2024-11-05,Home & Garden,95.21,3,Credit Card,True
1027,755,2024-02-16,Home & Garden,124.57,3,PayPal,False
1028,8,2024-03-31,Home & Garden,74.82,1,Credit Card,True
1029,608,2024-11-16,Home & Garden,33.11,3,PayPal,True
1030,5,2024-09-26,Books,22.35,1,Credit Card,True
1031,8,2024-11-10,Sports,241.34,2,Credit Card,True
1032,724,2024-04-17,Books,12.87,3,Credit Card,True
1033,234,2024-06-06,Electronics,1216.61,1,Credit Card,False
1034,592,2024-09-21,Electronics,1379.68,4,PayPal,True
1035,457,2024-10-17,Sports,191.26,2,Credit Card,False
1036,215,2024-06-22,Sports,227.83,1,Credit Card,True
1037,478,2024-02-07,Sports,123.27,3,PayPal,False
1038,300,2024-11-24,Electronics,205.92,4,Credit Card,False
1039,990,2024-05-08,Sports,142.58,2,PayPal,False
1040,77,2024-12-03,Sports,119.39,4,PayPal,True
1041,489,2024-09-27,Sports,44.45,1,Credit Card,True
1042,382,2024-07-10,Sports,89.7,2,Bank Transfer,True
1043,259,2024-02-09,Electronics,687.72,2,Bank Transfer,True
1044,187,2024-03-25,Books,10.02,1,Credit Card,False
1045,341,2024-10-22,Electronics,1338.19,4,PayPal,True
1046,560,2024-10-16,Home & Garden,160.52,3,Credit Card,False
1047,844,2024-10-11,Books,41.75,1,Credit Card,True
1048,987,2024-12-08,Electronics,844.18,1,PayPal,False
1049,931,2024-10-30,Sports,202.15,1,Credit Card,True
1050,565,2024-09-19,Home & Garden,228.21,1,Credit Card,True
1051,232,2024-12-05,Books,23.41,4,PayPal,True
1052,221,2024-04-16,Home & Garden,276.94,1,Credit Card,True
1053,464,2024-11-27,Clothing,84.19,4,PayPal,False
1054,52,2024-01-28,Sports,242.22,1,PayPal,True
1055,938,2024-03-27,Sports,227.48,3,Credit Card,False
1056,502,2024-04-01,Electronics,610.3,3,Bank Transfer,True
1057,850,2024-08-26,Sports,102.51,4,Credit Card,True
1058,329,2024-09-03,Books,18.86,1,PayPal,True
1059,105,2024-08-29,Clothing,112.35,3,Credit Card,True
1060,856,2024-07-06,Home & Garden,206.97,1,Credit Card,True
1061,401,2024-10-08,Electronics,1345.23,2,Credit Card,True
1062,328,2024-05-09,Clothing,93.44,3,Credit Card,True
1063,660,2024-08-29,Clothing,95.26,1,Credit Card,True
1064,958,2024-10-01,Books,49.25,2,Credit Card,True
1065,253,2024-10-13,Sports,65.5,1,Bank Transfer,True
1066,546,2024-09-07,Home & Garden,104.8,4,Credit Card,True
1067,278,2024-06-29,Clothing,93.66,2,PayPal,True
1068,394,2024-07-22,Books,45.48,2,PayPal,True
1069,132,2024-11-29,Sports,149.54,1,Credit Card,True
1070,572,2024-04-06,Electronics,506.1,3,PayPal,False
1071,78,2024-04-30,Home & Garden,130.3,1,Credit Card,False
1072,656,2024-03-21,Clothing,178.48,3,Bank Transfer,True
1073,243,2024-03-23,Sports,241.23,3,PayPal,True
1074,46,2024-11-14,Clothing,59.79,3,Credit Card,True
1075,531,2024-07-09,Clothing,46.71,3,Credit Card,True
1076,555,2024-02-10,Sports,156.73,4,PayPal,True
1077,353,2024-02-16,Clothing,24.41,1,Credit Card,True
1078,342,2024-09-13,Clothing,193.32,4,Bank Transfer,True
1079,348,2024-04-23,Electronics,1673.92,4,PayPal,True
1080,165,2024-09-12,Home & Garden,263.16,2,Credit Card,True
1081,364,2024-10-13,Clothing,149.1,4,Credit Card,False
1082,44,2024-06-30,Electronics,1811.27,4,Credit Card,True
1083,737,2024-03-01,Home & Garden,263.75,4,PayPal,True
1084,188,2024-11-29,Clothing,47.53,2,Credit Card,True
1085,71,2024-09-25,Electronics,843.08,1,Credit Card,True
1086,803,2024-11-19,Home & Garden,106.18,3,Credit Card,True
1087,308,2024-01-22,Electronics,334.79,3,PayPal,True
1088,334,2024-03-03,Electronics,1919.89,2,Credit Card,True
1089,982,2024-02-12,Electronics,1499.64,2,PayPal,True
1090,884,2024-04-21,Electronics,1627.81,1,Credit Card,True
1091,913,2024-10-26,Electronics,583.97,3,Credit Card,True
1092,144,2024-01-01,Sports,49.99,2,PayPal,True
1093,222,2024-10-21,Clothing,77.51,1,PayPal,True
1094,618,2024-02-07,Sports,50.56,2,PayPal,True
1095,224,2024-03-31,Clothing,98.71,4,Credit Card,True
1096,513,2024-10-15,Clothing,105.79,3,Credit Card,True
1097,374,2024-08-24,Clothing,155.51,4,Credit Card,True
1098,892,2024-05-18,Clothing,56.55,4,Credit Card,True
1099,289,2024-11-09,Home & Garden,221.51,1,PayPal,True
1100,423,2024-11-18,Books,49.71,4,Bank Transfer,True
1101,848,2024-05-23,Clothing,89.38,1,Credit Card,True
1102,332,2024-06-11,Books,38.82,2,PayPal,True
1103,373,2024-08-30,Sports,232.04,1,Credit Card,True
1104,478,2024-08-09,Home & Garden,266.6,4,Credit Card,True
1105,786,2024-04-02,Clothing,99.03,1,Credit Card,True
1106,183,2024-07-20,Sports,180.21,4,Credit Card,False
1107,531,2024-05-06,Sports,48.57,2,Credit Card,False
1108,558,2024-11-28,Home & Garden,254.82,4,Credit Card,True
1109,931,2024-01-14,Clothing,60.37,2,Credit Card,False
1110,715,2024-02-01,Books,41.74,3,Credit Card,True
1111,621,2023-12-16,Electronics,1882.89,1,Credit Card,False
1112,376,2024-04-26,Clothing,30.96,1,Credit Card,True
1113,478,2024-09-08,Home & Garden,259.17,4,Credit Card,True
1114,200,2024-01-13,Electronics,1890.24,1,Bank Transfer,True
1115,638,2024-04-05,Sports,29.62,2,PayPal,True
1116,648,2024-07-25,Sports,149.59,2,Credit Card,True
1117,640,2024-08-30,Clothing,169.52,1,Credit Card,False
1118,13,2024-07-18,Electronics,309.92,1,Credit Card,True
1119,166,2024-04-06,Electronics,1227.86,2,PayPal,True
1120,908,2024-07-24,Books,19.1,2,Credit Card,True
1121,254,2024-06-15,Clothing,35.84,1,PayPal,True
1122,463,2024-04-28,Home & Garden,135.32,3,Credit Card,False
1123,439,2024-06-16,Sports,200.84,3,Bank Transfer,True
1124,464,2024-01-29,Electronics,1665.78,4,PayPal,True
1125,580,2024-04-30,Sports,170.1,1,Credit Card,True
1126,527,2024-05-03,Home & Garden,202.35,3,Credit Card,True
1127,113,2024-07-28,Sports,190.66,2,Credit Card,True
1128,733,2024-03-16,Home & Garden,104.24,2,Credit Card,True
1129,612,2024-04-04,Home & Garden,224.52,3,Credit Card,True
1130,217,2024-05-18,Electronics,965.67,3,Credit Card,True
1131,684,2024-09-07,Books,42.72,1,Credit Card,True
1132,132,2024-01-04,Sports,165.61,3,Credit Card,True
1133,168,2024-06-15,Electronics,1870.69,1,Credit Card,True
1134,121,2024-05-19,Electronics,1297.07,1,Credit Card,True
1135,315,2024-10-04,Electronics,1201.12,2,Bank Transfer,True
1136,993,2024-03-18,Books,13.6,2,Credit Card,False
1137,407,2024-07-27,Books,20.9,3,Credit Card,True
1138,42,2024-05-07,Books,25.28,4,PayPal,True
1139,711,2024-06-17,Sports,88.34,2,Credit Card,False
1140,106,2024-04-19,Home & Garden,135.78,2,PayPal,True
1141,833,2024-05-02,Clothing,44.89,1,Bank Transfer,True
1142,265,2024-02-06,Home & Garden,137.25,2,Credit Card,False
1143,816,2024-06-12,Clothing,40.09,2,Credit Card,True
1144,757,2023-12-26,Electronics,533.88,2,Credit Card,True
1145,984,2024-06-03,Sports,191.91,4,Credit Card,True
1146,502,2024-07-24,Clothing,187.47,3,Credit Card,False
1147,413,2024-06-30,Books,14.28,3,Credit Card,True
1148,151,2024-05-19,Home & Garden,225.11,1,PayPal,True
1149,370,2024-04-29,Sports,194.86,2,PayPal,True
1150,444,2023-12-26,Sports,34.31,4,Credit Card,True
1151,664,2023-12-18,Clothing,112.38,1,Credit Card,False
1152,162,2024-08-14,Home & Garden,171.13,3,Credit Card,True
1153,664,2023-12-13,Clothing,166.02,1,Credit Card,True
1154,93,2024-03-19,Clothing,117.21,3,Credit Card,True
1155,403,2024-07-29,Home & Garden,178.67,3,PayPal,True
1156,679,2024-07-05,Electronics,846.61,1,PayPal,True
1157,760,2024-10-18,Clothing,191.11,1,Credit Card,True
1158,650,2024-06-21,Home & Garden,188.42,3,PayPal,True
1159,27,2023-12-18,Sports,116.1,2,Credit Card,True
1160,152,2024-09-01,Sports,117.49,3,Credit Card,True
1161,834,2024-04-20,Clothing,134.18,4,Credit Card,True
1162,637,2024-06-25,Books,18.42,1,PayPal,True
1163,454,2024-03-12,Electronics,733.67,1,Bank Transfer,False
1164,379,2024-08-27,Electronics,762.17,1,Credit Card,True
1165,24,2024-11-14,Sports,198.39,1,Credit Card,True
1166,911,2024-02-09,Clothing,188.24,1,Credit Card,True
1167,118,2024-07-11,Electronics,1384.67,2,Credit Card,False
1168,581,2024-01-14,Sports,246.45,4,Bank Transfer,True
1169,522,2024-03-03,Home & Garden,159.86,2,Credit Card,True
1170,176,2024-01-24,Home & Garden,166.51,2,Bank Transfer,True
1171,369,2024-08-24,Books,30.04,2,Bank Transfer,True
1172,522,2023-12-23,Sports,167.06,3,Credit Card,True
1173,838,2024-06-27,Books,41.6,4,Credit Card,True
1174,717,2024-02-04,Electronics,1663.2,3,Bank Transfer,True
1175,731,2024-02-19,Home & Garden,62.49,3,Credit Card,False
1176,938,2024-08-27,Books,16.16,4,Credit Card,True
1177,236,2024-04-16,Sports,28.33,2,PayPal,True
1178,494,2024-07-19,Sports,125.79,1,Credit Card,True
1179,347,2024-04-24,Electronics,863.5,3,Credit Card,True
1180,90,2024-05-14,Books,24.28,3,PayPal,True
1181,15,2024-03-28,Sports,99.43,4,PayPal,True
1182,688,2024-08-01,Books,48.29,2,Credit Card,True
1183,391,2024-11-26,Sports,110.75,1,PayPal,False
1184,623,2024-01-21,Electronics,1797.21,4,Bank Transfer,True
1185,48,2024-12-02,Electronics,1697.76,1,PayPal,False
1186,255,2024-04-28,Clothing,163.14,1,Credit Card,True
1187,464,2024-01-12,Sports,175.41,1,PayPal,False
1188,484,2024-11-06,Home & Garden,243.62,1,PayPal,True
1189,702,2024-09-07,Sports,197.26,2,PayPal,True
1190,580,2024-08-06,Books,23.9,4,PayPal,True
1191,920,2024-06-14,Home & Garden,163.11,3,Credit Card,True
1192,820,2024-07-19,Books,34.65,4,PayPal,True
1193,118,2024-09-22,Books,49.09,3,Credit Card,True
1194,555,2023-12-31,Electronics,1461.3,1,Credit Card,True
1195,117,2024-10-03,Home & Garden,113.86,2,Credit Card,True
1196,601,2024-07-28,Books,40.47,2,Credit Card,True
1197,57,2024-06-14,Electronics,852.85,3,Credit Card,True
1198,858,2024-07-09,Electronics,1440.19,1,PayPal,True
1199,945,2024-02-18,Clothing,113.61,3,Credit Card,True
1200,60,2024-10-07,Home & Garden,247.51,4,PayPal,True
1201,879,2024-08-30,Clothing,177.25,4,Credit Card,True
1202,110,2024-05-16,Books,12.27,3,Credit Card,True
1203,711,2024-10-02,Electronics,1765.54,4,PayPal,True
1204,967,2024-05-13,Clothing,190.84,1,PayPal,True
1205,638,2024-12-08,Electronics,1027.84,4,Credit Card,True
1206,924,2024-06-04,Books,22.04,2,Credit Card,True
1207,917,2023-12-22,Electronics,477.77,2,Credit Card,True
1208,881,2024-10-24,Home & Garden,59.81,1,PayPal,True
1209,16,2024-09-09,Clothing,114.97,1,Credit Card,True
1210,895,2024-11-10,Clothing,92.3,2,Credit Card,False
1211,668,2024-02-02,Sports,38.39,1,PayPal,True
1212,697,2024-10-19,Electronics,665.24,1,Credit Card,True
1213,374,2024-02-12,Home & Garden,153.2,2,Credit Card,True
1214,13,2024-02-13,Home & Garden,192.36,4,PayPal,True
1215,377,2024-02-24,Home & Garden,269.64,2,Credit Card,True
1216,253,2024-10-13,Home & Garden,211.77,3,PayPal,True
1217,746,2024-11-06,Clothing,152.42,4,Credit Card,True
1218,301,2024-12-08,Books,21.3,1,Credit Card,True
1219,503,2024-04-26,Electronics,1228.36,1,Bank Transfer,False
1220,338,2024-02-15,Electronics,1408.66,3,Credit Card,True
1221,816,2024-07-02,Sports,48.93,3,Credit Card,True
1222,296,2023-12-22,Sports,137.8,4,PayPal,True
1223,766,2024-02-21,Home & Garden,86.64,3,Bank Transfer,True
1224,763,2024-09-21,Sports,238.87,2,Bank Transfer,True
1225,577,2024-09-01,Clothing,125.75,4,Credit Card,True
1226,895,2024-05-17,Clothing,132.28,3,Credit Card,True
1227,465,2024-08-18,Clothing,78.02,4,Bank Transfer,False
1228,730,2023-12-30,Sports,129.52,4,Credit Card,False
1229,802,2024-10-15,Electronics,1873.49,1,Credit Card,True
1230,371,2024-09-28,Electronics,1305.06,3,PayPal,True
1231,979,2024-07-01,Sports,102.84,3,PayPal,True
1232,191,2024-05-11,Home & Garden,142.43,2,Credit Card,False
1233,963,2024-07-19,Electronics,688.96,2,PayPal,False
1234,468,2024-09-09,Clothing,111.29,2,Credit Card,False
1235,159,2024-03-19,Electronics,1114.65,2,PayPal,True
1236,474,2023-12-22,Clothing,109.31,3,Credit Card,False
1237,65,2024-06-23,Clothing,88.43,2,PayPal,True
1238,739,2024-06-09,Clothing,191.52,4,Credit Card,True
1239,973,2024-11-24,Sports,119.76,4,Credit Card,True
1240,74,2024-10-07,Sports,53.77,4,PayPal,True
1241,661,2024-01-29,Clothing,29.91,3,Credit Card,True
1242,630,2024-02-26,Sports,135.3,1,PayPal,False
1243,564,2024-08-12,Books,16.1,4,PayPal,True
1244,375,2024-08-27,Home & Garden,292.42,2,PayPal,True
1245,633,2024-03-07,Clothing,54.28,1,Credit Card,True
1246,525,2024-07-02,Electronics,1625.64,4,PayPal,True
1247,1000,2024-03-12,Sports,214.78,2,Credit Card,True
1248,579,2024-03-28,Clothing,185.29,2,Credit Card,True
1249,296,2024-05-24,Electronics,277.59,3,Credit Card,True
1250,369,2024-11-13,Books,33.59,1,Credit Card,True
1251,494,2024-06-19,Home & Garden,90.72,1,Bank Transfer,True
1252,764,2024-02-21,Sports,169.38,2,Credit Card,True
1253,507,2024-04-23,Home & Garden,192.07,1,PayPal,True
1254,929,2024-01-31,Books,25.71,3,Credit Card,True
1255,507,2024-03-05,Sports,120.46,4,Credit Card,False
1256,71,2024-10-23,Books,23.03,1,Credit Card,True
1257,892,2024-11-29,Home & Garden,289.83,2,Credit Card,True
1258,385,2024-09-13,Books,20.99,3,Credit Card,True
1259,334,2024-05-13,Clothing,57.24,3,Credit Card,True
1260,769,2023-12-18,Books,18.27,3,Credit Card,True
1261,923,2024-07-23,Books,16.9,2,Bank Transfer,False
1262,530,2024-09-17,Sports,218.42,2,Credit Card,True
1263,869,2024-12-06,Clothing,58.72,4,Credit Card,True
1264,526,2024-04-19,Home & Garden,154.83,2,PayPal,True
1265,378,2024-04-04,Sports,209.73,1,Credit Card,True
1266,780,2024-09-28,Home & Garden,232.0,4,Credit Card,False
1267,530,2024-09-23,Books,37.45,1,PayPal,True
1268,204,2024-06-23,Home & Garden,169.77,1,Credit Card,True
1269,873,2024-05-27,Sports,214.32,2,Credit Card,True
1270,451,2024-05-30,Home & Garden,296.02,3,Credit Card,False
1271,761,2024-05-25,Electronics,103.67,1,Bank Transfer,False
1272,331,2024-03-20,Clothing,167.69,4,PayPal,False
1273,584,2024-08-21,Books,23.55,1,Credit Card,True
1274,296,2024-08-31,Clothing,26.28,4,PayPal,True
1275,393,2024-02-02,Home & Garden,146.55,1,Credit Card,True
1276,373,2024-11-15,Home & Garden,38.92,1,Credit Card,True
1277,480,2024-01-25,Sports,33.58,1,Credit Card,True
1278,761,2024-03-26,Electronics,888.0,4,Credit Card,True
1279,626,2024-05-09,Home & Garden,181.17,2,Credit Card,True
1280,708,2024-10-30,Sports,83.4,4,PayPal,True
1281,640,2024-08-28,Books,45.11,3,Credit Card,True
1282,874,2024-04-28,Home & Garden,205.13,1,PayPal,True
1283,669,2024-08-18,Books,45.29,2,Credit Card,True
1284,56,2024-09-24,Clothing,181.17,1,PayPal,False
1285,750,2024-03-18,Home & Garden,270.31,3,Credit Card,True
1286,79,2024-06-09,Books,26.35,2,PayPal,True
1287,373,2024-09-22,Electronics,260.98,3,Credit Card,True
1288,854,2024-07-11,Electronics,205.9,3,PayPal,False
1289,910,2024-08-04,Sports,151.12,1,Credit Card,True
1290,929,2024-03-25,Electronics,1631.43,2,PayPal,True
1291,520,2024-04-25,Sports,229.93,4,PayPal,True
1292,83,2024-02-28,Electronics,426.53,4,Credit Card,True
1293,459,2024-02-27,Clothing,152.19,2,Credit Card,True
1294,944,2024-02-20,Sports,185.68,1,PayPal,False
1295,396,2024-01-13,Sports,247.87,3,PayPal,True
1296,954,2024-05-05,Sports,177.96,4,PayPal,True
1297,175,2024-02-09,Electronics,881.38,2,Bank Transfer,True
1298,569,2024-02-06,Clothing,133.49,2,Credit Card,True
1299,464,2024-06-29,Electronics,1533.04,2,Credit Card,False
1300,273,2024-04-04,Home & Garden,37.98,2,Credit Card,True
1301,680,2023-12-25,Electronics,1266.77,2,Credit Card,True
1302,623,2024-12-11,Clothing,170.34,3,Credit Card,True
1303,151,2024-04-01,Clothing,89.5,2,Credit Card,True
1304,590,2024-01-10,Sports,69.76,4,Credit Card,True
1305,335,2024-02-04,Home & Garden,119.34,2,Bank Transfer,True
1306,111,2024-09-09,Electronics,1378.16,3,Credit Card,True
1307,587,2024-05-24,Home & Garden,234.31,1,PayPal,False
1308,945,2024-07-31,Clothing,174.35,4,Credit Card,True
1309,882,2024-01-30,Sports,93.34,2,Credit Card,False
1310,15,2024-04-25,Clothing,155.02,3,Credit Card,True
1311,982,2024-02-29,Sports,163.61,3,Credit Card,True
1312,694,2024-07-18,Home & Garden,194.22,3,Credit Card,True
1313,419,2023-12-28,Electronics,1900.95,3,PayPal,True
1314,14,2024-02-10,Electronics,927.38,1,Credit Card,True
1315,882,2024-11-05,Home & Garden,276.9,3,Credit Card,False
1316,614,2024-01-10,Electronics,800.18,4,PayPal,False
1317,465,2024-02-14,Home & Garden,119.82,3,PayPal,True
1318,21,2024-08-24,Sports,83.55,2,PayPal,False
1319,328,2024-02-26,Home & Garden,39.26,4,Bank Transfer,False
1320,406,2024-04-15,Books,49.02,2,PayPal,True
1321,595,2024-08-27,Home & Garden,114.02,4,Credit Card,True
1322,81,2024-08-26,Sports,27.6,2,Credit Card,True
1323,302,2024-05-26,Books,24.71,3,PayPal,False
1324,468,2024-06-16,Sports,228.35,1,Credit Card,True
1325,621,2024-08-08,Clothing,159.53,2,Bank Transfer,True
1326,764,2024-06-12,Clothing,124.98,4,PayPal,True
1327,269,2024-11-22,Home & Garden,165.97,3,PayPal,False
1328,310,2024-12-06,Clothing,74.67,2,Credit Card,True
1329,795,2024-03-24,Clothing,30.23,1,Bank Transfer,True
1330,975,2024-11-18,Home & Garden,164.2,2,Credit Card,True
1331,274,2024-03-11,Electronics,1538.86,1,PayPal,True
1332,876,2024-03-04,Home & Garden,253.54,1,Credit Card,True
1333,561,2024-01-10,Electronics,1111.27,3,PayPal,False
1334,702,2024-06-13,Electronics,1016.76,3,Credit Card,True
1335,802,2024-02-27,Books,28.5,1,Credit Card,True
1336,633,2024-09-25,Books,20.1,1,Credit Card,True
1337,424,2024-11-15,Sports,247.83,4,PayPal,True
1338,382,2024-06-11,Sports,213.4,4,PayPal,True
1339,960,2024-06-11,Clothing,132.31,4,Credit Card,True
1340,926,2024-01-03,Electronics,1333.27,4,Credit Card,True
1341,438,2024-07-29,Sports,233.04,4,Credit Card,True
1342,690,2024-11-15,Home & Garden,260.78,4,Credit Card,False
1343,806,2024-10-21,Sports,135.23,4,Credit Card,True
1344,401,2024-05-25,Books,43.36,4,PayPal,False
1345,560,2024-03-09,Books,46.62,3,PayPal,True
1346,576,2024-12-04,Clothing,102.37,2,Credit Card,True
1347,198,2024-09-09,Sports,66.47,1,Credit Card,True
1348,104,2024-02-22,Books,39.1,3,Credit Card,True
1349,135,2024-04-24,Electronics,732.86,3,PayPal,False
1350,361,2024-11-29,Electronics,1297.76,4,Credit Card,True
1351,816,2024-01-06,Home & Garden,280.91,1,Bank Transfer,True
1352,818,2024-02-17,Books,16.88,4,PayPal,True
1353,169,2024-10-01,Home & Garden,242.91,3,PayPal,True
1354,919,2024-10-24,Home & Garden,119.43,4,PayPal,False
1355,806,2024-08-09,Sports,95.89,1,PayPal,True
1356,131,2023-12-21,Clothing,193.71,1,PayPal,True
1357,233,2024-04-05,Clothing,129.3,1,Credit Card,True
1358,584,2024-03-04,Sports,170.73,3,PayPal,True
1359,765,2024-07-19,Books,26.76,1,Credit Card,True
1360,991,2024-02-16,Sports,100.69,3,Credit Card,False
1361,202,2024-07-10,Home & Garden,295.72,4,Bank Transfer,True
1362,300,2023-12-16,Sports,232.55,1,Credit Card,True
1363,759,2024-04-21,Books,20.84,1,PayPal,True
1364,651,2024-01-21,Electronics,268.03,4,Credit Card,True
1365,396,2024-09-09,Clothing,89.15,2,PayPal,True
1366,667,2024-11-14,Electronics,1012.45,4,Credit Card,True
1367,240,2024-10-15,Home & Garden,131.18,1,PayPal,True
1368,217,2024-01-19,Electronics,912.95,3,Bank Transfer,True
1369,415,2024-07-31,Books,45.32,3,PayPal,True
1370,247,2024-11-06,Books,31.77,4,Credit Card,False
1371,792,2024-03-01,Books,49.92,2,PayPal,True
1372,428,2023-12-27,Books,46.33,2,Credit Card,True
1373,725,2024-10-25,Electronics,201.73,4,Bank Transfer,True
1374,245,2024-04-01,Home & Garden,243.34,1,Credit Card,True
1375,358,2024-08-12,Electronics,1950.37,2,Credit Card,True
1376,661,2024-07-19,Home & Garden,222.26,2,Credit Card,True
1377,111,2024-08-26,Books,41.45,2,Bank Transfer,True
1378,606,2024-02-19,Clothing,45.57,2,PayPal,False
1379,72,2024-03-17,Clothing,108.57,4,Credit Card,True
1380,974,2024-06-27,Books,28.81,1,Credit Card,True
1381,808,2024-02-22,Clothing,48.21,3,PayPal,False
1382,488,2024-07-04,Books,10.09,2,Credit Card,True
1383,294,2024-08-10,Home & Garden,63.62,3,Bank Transfer,True
1384,899,2024-02-17,Home & Garden,163.25,2,Credit Card,True
